metabolite,feature_id,compound_superclass,molecular_formula,adduct,precursor_formula,npc_number_pathway,npc_number_pathway_probability,npc_number_superclass,npc_number_superclass_probability,npc_number_class,npc_number_class_probability,classy_fire_number_most_specific_class,classy_fire_number_most_specific_class_probability,gnps_cosine_score,gnps_mz_error_ppm,gnps_compound_name,gnps_compound_class,gnps_compound_subclass,coraldb_cosine_score,coraldb_mz_error_ppm,coraldb_compound_family,coraldb_compound_superclass,coraldb_compound_class,exact_mass,database,clusterIndex,refined_origin,compound_class,coraldb_compound_name
x9633_588_42844_5_088,9633,Unknown,C35H57NO6,[M + H]+,C35H57NO6,Unknown,0.4821893572807312,Unknown,0.250031054019928,Unknown,0.2284196615219116,Phenylpropanes,0.8903303742408752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Host,Unknown,NA
x8933_521_30579_4_855,8933,Unknown,C36H40O3,[M + H]+,C36H40O3,Unknown,0.788226842880249,Unknown,0.33171576261520386,Unknown,0.06132974475622177,Unknown,0.6915533542633057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Unknown,NA
x22788_589_51874_10_921,22788,Unknown,C38H68O4,[M + H]+,C38H68O4,Fatty acids,0.984307587146759,Unknown,0.7617779970169067,Unknown,0.3988609910011291,Fatty acid esters,0.9489696621894836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Symbiont,Unknown,NA
x7536_582_45408_4_442,7536,Unknown,C37H59NO4,[M + H]+,C37H59NO4,Unknown,0.7658597826957703,Unknown,0.48575714230537415,Unknown,0.1433935910463333,Unknown,0.803102433681488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Unknown,NA
x25159_526_51994_11_963,25159,Unknown,C33H67NO3,[M + H]+,C33H67NO3,Fatty acids,0.9750216007232666,Unknown,0.7136352062225342,Unknown,0.02782703563570976,N-acyl amines,0.9684501886367798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Symbiont,Unknown,NA
x16442_650_53623_7_885,16442,Unknown,C39H71NO6,[M + H]+,C39H71NO6,Fatty acids,0.9946110248565674,Unknown,0.20917177200317383,Unknown,0.20326346158981323,Unknown,0.6234455704689026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Unknown,NA
x9470_718_48609_5_077,9470,Macrolides,C41H67NO9,[M + H]+,C41H67NO9,Polyketides,0.906442940235138,Macrolides,0.9579349756240844,Unknown,0.31995323300361633,Aminoglycosides,0.9971790313720704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Host,Unknown,NA
x10418_718_63264_5_42,10418,Unknown,C43H85NO5,[M + Na]+,C43H85NO5,Fatty acids,0.9921940565109252,Unknown,0.4301962256431579,Unknown,0.39396893978118896,N-acyl amines,0.9123109579086304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both,Unknown,NA
x15465_558_45239_7_527,15465,Unknown,C35H59NO4,[M + H]+,C35H59NO4,Unknown,0.7490191459655762,Unknown,0.5397590398788452,Unknown,0.58011627197265625,Unknown,0.5702519416809082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Unknown,NA
x13983_634_471_6_818,13983,Fatty amides,C34H67NO7S,[M + H]+,C34H67NO7S,Fatty acids,0.9995599389076232,Fatty amides,0.9946383833885192,N-acyl amines,0.9943459630012512,N-acyl amines,0.9956274032592772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,N-acyl amines,NA
x25521_784_58178_12_043,25521,Glycerophospholipids,C42H84NO8P,[M + Na]+,C42H84NO8P,Fatty acids,0.9998331069946288,Glycerophospholipids,0.999853014945984,Glycerophosphocholines,0.9661996364593506,Unknown,0.8391486406326294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Glycerophosphocholines,NA
x598_285_2217_1_127,598,Unknown,C20H28O,[M + H]+,C20H28O,Terpenoids,0.9981606602668762,Unknown,0.7463487386703491,Unknown,0.6744040846824646,Unknown,0.768509566783905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Unknown,NA
x1399_1123_74492_1_635,1399,Oligopeptides,C57H100N10O11,[M + Na]+,C57H100N10O11,Amino acids and Peptides,0.9172945022583008,Oligopeptides,0.9861844182014464,Peptaibols,0.9262248277664183,Unknown,0.5048565864562988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Host,Peptaibols,NA
x8712_396_34771_4_822,8712,Unknown,C24H45NO3,[M + H]+,C24H45NO3,Unknown,0.7544979453086853,Unknown,0.4053141176700592,Unknown,0.39049845933914185,Unknown,0.8374197483062744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Unknown,NA
x9746_870_63425_5_185,9746,Glycerophospholipids,C52H88NO7P,[M + H]+,C52H88NO7P,Fatty acids,0.999213933944702,Glycerophospholipids,0.9995749592781068,Glycerophosphocholines,0.9998133778572084,Unknown,0.6997072100639343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Symbiont,Glycerophosphocholines,NA
x12796_752_60415_6_358,12796,Unknown,C44H81NO8,[M + H]+,C44H81NO8,Unknown,0.8344230651855469,Unknown,0.08767524361610413,Unknown,0.06128456816077232,Amino acids and derivatives,0.9609128832817078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Unknown,NA
x13475_754_65833_6_639,13475,Unknown,C46H83N5O3,[M + H]+,C46H83N5O3,Unknown,0.6345451474189758,Unknown,0.16860079765319824,Unknown,0.453713059425354,Unknown,0.7735323309898376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Unknown,NA
x33395_1350_83688_13_959,33395,Unknown,C69H121N3O21,[M + Na]+,C69H121N3O21,Fatty acids,0.9411688446998596,Unknown,0.49270737171173096,Neutral glycosphingolipids,0.90542334318161,Unknown,0.8449786305427551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Neutral glycosphingolipids,NA
x33879_846_71903_14_075,33879,Unknown,C52H95NO7,[M + H]+,C52H95NO7,Fatty acids,0.9237662553787231,Unknown,0.5147661566734314,Unknown,0.32615309953689575,N-acyl amines,0.9425154328346252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Symbiont,Unknown,NA
x20999_572_52641_9_951,20999,Sphingolipids,C34H69NO5,[M + H]+,C34H69NO5,Fatty acids,0.9998674392700196,Sphingolipids,0.9992290735244752,Ceramides,0.9992148876190186,Phytoceramides,0.9534708857536316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Symbiont,Ceramides,NA
x18499_784_60839_8_718,18499,Unknown,C46H83NO7,[M + Na]+,C46H83NO7,Fatty acids,0.9569495320320128,Unknown,0.1876012533903122,Unknown,0.15920650959014893,Unknown,0.5305503606796265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Unknown,NA
x32874_903_68157_13_861,32874,Glycerophospholipids,C52H97O8P,[M + Na]+,C52H97O8P,Fatty acids,0.9999995231628418,Glycerophospholipids,0.999954104423523,Glycerophosphates,0.9317713379859924,Glycerophosphates,0.9153444170951844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Host,Glycerophosphates,NA
x25446_1004_79941_12_033,25446,Sphingolipids,C56H109NO13,[M + H]+,C56H109NO13,Fatty acids,0.9999724626541138,Sphingolipids,0.9993608593940736,Neutral glycosphingolipids,0.9991483688354492,Glycosyl-N-acylsphingosines,0.9619453549385072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both,Neutral glycosphingolipids,NA
x6447_550_38842_4_049,6447,Glycerophospholipids,C28H56NO7P,[M + H]+,C28H56NO7P,Fatty acids,0.9855969548225404,Glycerophospholipids,0.9964750409126282,Unknown,0.5932714343070984,Unknown,0.5187003016471863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Host,Unknown,NA
x25047_584_54008_11_945,25047,Unknown,C39H69NO2,[M + H]+,C39H69NO2,Fatty acids,0.943236529827118,Unknown,0.6712300777435303,Unknown,0.36239638924598694,N-acyl amines,0.9794712662696838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Host,Unknown,NA
x21572_361_27311_10_301,21572,Unknown,C23H36O3,[M + H]+,C23H36O3,Fatty acids,0.901236653327942,Unknown,0.755841076374054,Unknown,0.6711791753768921,Unknown,0.7553660273551941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Unknown,NA
x36552_381_31526_14_876,36552,Steroids,C27H40O,[M + H]+,C27H40O,Terpenoids,0.998910665512085,Steroids,0.9799312353134156,Unknown,0.7596075534820557,Unknown,0.5137414336204529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Host,Unknown,NA
x23585_774_53794_11_431,23585,Phosphatidylglyceroethanolamines,C47H71N3O6,[M + H]+,C47H71N3O6,Unknown,0.7230836153030396,Unknown,0.6929262280464172,Unknown,0.5929455161094666,Unknown,0.8138344883918762,NA,NA,NA,NA,NA,0.927154,3.70368,Phospholipid,Phosphatidylglyceroethanolamines,PE (mono-alkyl-mono-acyl),774.5408,Niarox,87264,Host,PE (mono-alkyl-mono-acyl),PE(O-38:5) [M+Na]+
x12511_636_42538_6_262,12511,Glycerophospholipids,C32H62NO9P,[M + H]+,C32H62NO9P,Fatty acids,0.9988797307014464,Glycerophospholipids,0.9999665021896362,Glycerophosphoserines,0.999987244606018,Phosphatidylserines,0.9999427795410156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Host,Glycerophosphoserines,NA
x29274_828_6117_13_071,29274,Unknown,C51H83NO6,[M + Na]+,C51H83NO6,Fatty acids,0.9256996512413024,Unknown,0.3802702128887177,Unknown,0.32800936698913574,N-acyl amines,0.9121940732002258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Unknown,NA
x33809_773_64741_14_08,33809,Unknown,C52H84O4,[M + H]+,C52H84O4,Terpenoids,0.9788690209388732,Unknown,0.35388603806495667,Unknown,0.1117081493139267,Unknown,0.6237837672233582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Symbiont,Unknown,NA
x24813_836_63846_11_871,24813,Unknown,C50H87NO7,[M + Na]+,C50H87NO7,Unknown,0.663849413394928,Unknown,0.3016183078289032,Unknown,0.30853694677352905,N-acyl amines,0.9666147828102112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Unknown,NA
x28861_843_70492_12_902,28861,Sphingolipids,C48H94N2O9,[M + H]+,C48H94N2O9,Fatty acids,0.973867893218994,Sphingolipids,0.9958227872848512,Neutral glycosphingolipids,0.99517822265625,Alkyl glycosides,0.8717964887619019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both,Neutral glycosphingolipids,NA
x6805_700_42099_4_2,6805,Unknown,C39H53N7O5,[M + H]+,C39H53N7O5,Unknown,0.6902617812156677,Unknown,0.7357089519500732,Unknown,0.4333740472793579,Unknown,0.8163045048713684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Symbiont,Unknown,NA
x6119_572_36925_3_957,6119,Glycerophospholipids,C28H56NO7P,[M + Na]+,C28H56NO7P,Fatty acids,0.9987842440605164,Glycerophospholipids,0.9998656511306764,Glycerophosphocholines,0.9987884163856506,Unknown,0.8248578310012817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Glycerophosphocholines,NA
x23898_854_65387_11_598,23898,Glycerophospholipids,C47H95NO6P2,[M + Na]+,C47H95NO6P2,Fatty acids,0.9995576739311218,Glycerophospholipids,0.9978152513504028,Glycerophosphocholines,0.9999797344207764,Unknown,0.7320569753646851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Glycerophosphocholines,NA
x18842_723_54598_8_86,18842,Sphingolipids,C41H75N2O6P,[M + H]+,C41H75N2O6P,Fatty acids,0.99979966878891,Sphingolipids,0.996482253074646,Phosphosphingolipids,0.9611936211586,Phosphosphingolipids,0.9993139505386353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Phosphosphingolipids,NA
x3570_279_19499_3_121,3570,Unknown,C17H26O3,[M + H]+,C17H26O3,Unknown,0.7335873246192932,Unknown,0.623285710811615,Unknown,0.1387515664100647,Fatty acid esters,0.8653273582458496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Host,Unknown,NA
x29047_864_6814_12_997,29047,Glycerophospholipids,C51H94NO7P,[M + H]+,C51H94NO7P,Fatty acids,0.9999942779541016,Glycerophospholipids,0.9999457597732544,Glycerophosphoethanolamines,0.9996035695075988,Unknown,0.7838424444198608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Symbiont,Glycerophosphoethanolamines,NA
x116_444_17233_0_712,116,Unknown,C16H29NO13,[M + H]+,C16H29NO13,Carbohydrates,0.868221640586853,Unknown,0.3946838676929474,Unknown,0.05447516962885856,Carbohydrates and carbohydrate conjugates,0.9819650053977966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Unknown,NA
x17505_864_57472_8_317,17505,Phosphatidylglyceroserines,C48H82NO10P,[M + H]+,C48H82NO10P,Fatty acids,0.9999985694885254,Glycerophospholipids,0.9999793767929076,Glycerophosphoserines,0.9875035881996156,Unknown,0.5025531053543091,NA,NA,NA,NA,NA,0.719857,0.423573,Phospholipid,Phosphatidylglyceroserines,PS (diacyl),864.5751,Niarox,82294,Unknown,PS (diacyl),PS(20:2/22:4) [M+H]+
x6408_928_52469_4_059,6408,Macrolides,C47H77NO17,[M + H]+,C47H77NO17,Polyketides,0.9566426277160645,Macrolides,0.9395423531532288,Polyene macrolides,0.9626897573471068,Aminoglycosides,0.999031662940979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Polyene macrolides,NA
x28663_808_68152_12_928,28663,Unknown,C53H85N5O,[M + H]+,C53H85N5O,Alkaloids,0.980085551738739,Unknown,0.26439550518989563,Unknown,0.32614439725875854,Unknown,0.5119218826293945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Unknown,NA
x31391_992_76577_13_559,31391,Unknown,C63H103NO6,[M + Na]+,C63H103NO6,Fatty acids,0.9933510422706604,Unknown,0.7025377750396729,Unknown,0.4802437722682953,Unknown,0.6651481986045837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Symbiont,Unknown,NA
x37680_743_63504_15_247,37680,Steroids,C51H82O3,[M + H]+,C51H82O3,Terpenoids,0.998422145843506,Steroids,0.9045867919921876,Unknown,0.1672227829694748,Steroid esters,0.8875745534896851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Unknown,NA
x32614_914_78723_13_838,32614,Sphingolipids,C54H107NO7S,[M + H]+,C54H107NO7S,Unknown,0.8093910217285156,Sphingolipids,0.9694523215293884,Unknown,0.13998840749263763,Unknown,0.5954018235206604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Unknown,NA
x20321_838_63541_9_619,20321,Glycerophospholipids,C48H88NO8P,[M + H]+,C48H88NO8P,Fatty acids,0.999902367591858,Glycerophospholipids,0.9996696710586548,Glycerophosphocholines,0.998939573764801,Phosphatidylcholines,0.9896939396858216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both,Glycerophosphocholines,NA
x5833_520_37595_3_862,5833,Glycerophospholipids,C27H54NO6P,[M + H]+,C27H54NO6P,Fatty acids,0.9995859265327454,Glycerophospholipids,0.9935104250907898,Unknown,0.681239664554596,Unknown,0.835808277130127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Host,Unknown,NA
x25958_827_54808_12_184,25958,Oligopeptides,C45H72N8O5,[M + Na]+,C45H72N8O5,Amino acids and Peptides,0.9793865084648132,Oligopeptides,0.850991427898407,Unknown,0.6911648511886597,Unknown,0.8059554100036621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Unknown,NA
x36615_822_75088_14_842,36615,Unknown,C47H95N7O4,[M + H]+,C47H95N7O4,Unknown,0.7320486307144165,Unknown,0.4421570599079132,Unknown,0.5007432699203491,N-acyl amines,0.9491299390792848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Unknown,NA
x18845_1428_0939_8_85,18845,Sphingolipids,C77H154N4O13P2,[M + Na]+,C77H154N4O13P2,Fatty acids,0.9998160004615784,Sphingolipids,0.9565985798835754,Phosphosphingolipids,0.9194793701171876,Ceramide phosphoethanolamines,0.9969812035560608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Host,Phosphosphingolipids,NA
x26670_1101_69329_12_398,26670,Unknown,C64H96N2O13,[M + H]+,C64H96N2O13,Unknown,0.6245107054710388,Unknown,0.45122259855270386,Unknown,0.719616711139679,Unknown,0.7760859727859497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Symbiont,Unknown,NA
x34154_968_7381_14_139,34154,Unknown,C62H97NO7,[M + H]+,C62H97NO7,Unknown,0.6630138754844666,Unknown,0.3973255157470703,Unknown,0.4002293646335602,Unknown,0.7915436625480652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Unknown,NA
x2400_558_38111_2_432,2400,Unknown,C30H55NO6S,[M + H]+,C30H55NO6S,Unknown,0.6427880525588989,Unknown,0.4514223039150238,Unknown,0.1253896802663803,Unknown,0.5912854671478271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Host,Unknown,NA
x18726_1054_68934_8_779,18726,Oligopeptides,C50H91N11O13,[M + H]+,C50H91N11O13,Unknown,0.7735809087753296,Oligopeptides,0.896056056022644,Unknown,0.5225135684013367,Unknown,0.7748454809188843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Unknown,NA
x19146_774_58165_8_96,19146,Glycerophospholipids,C46H80NO6P,[M + H]+,C46H80NO6P,Fatty acids,0.999983549118042,Glycerophospholipids,0.9996989965438844,Glycerophosphoethanolamines,0.9996078610420228,Amino acids and derivatives,0.9997273087501526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Symbiont,Glycerophosphoethanolamines,NA
x27928_971_7246_12_69,27928,Oligopeptides,C53H102N4O7S2,[M + H]+,C53H102N4O7S2,Amino acids and Peptides,0.935699224472046,Oligopeptides,0.9665526747703552,Linear peptides,0.8948107361793518,Alpha amino acids and derivatives,0.9940350651741028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Linear peptides,NA
x15940_705_50731_7_643,15940,Glycerolipids,C43H70O6,[M + Na]+,C43H70O6,Fatty acids,0.9962007403373718,Glycerolipids,0.9935939908027648,Diacylglycerols,0.91632878780365,"1,2-diacylglycerols",0.9509825110435486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Host,Diacylglycerols,NA
x27232_900_60776_12_532,27232,Unknown,C47H86N3O11P,[M + H]+,C47H86N3O11P,Fatty acids,0.9942482709884644,Unknown,0.6680912375450134,Unknown,0.43842172622680664,Unknown,0.8317556381225586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Host,Unknown,NA
x15596_620_52475_7_516,15596,Unknown,C38H69NO5,[M + H]+,C38H69NO5,Unknown,0.4920157492160797,Unknown,0.8363247513771057,Unknown,0.8172042965888977,Triterpenoids,0.9062139987945556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Unknown,NA
x21500_638_54971_10_227,21500,Triterpenoids,C40H73NO3,[M + Na]+,C40H73NO3,Unknown,0.702242910861969,Triterpenoids,0.9464324116706848,Unknown,0.5207328796386719,Triterpenoids,0.9844473600387572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Host,Unknown,NA
x8846_319_24267_4_832,8846,Unknown,C24H30,[M + H]+,C24H30,Terpenoids,0.9807248115539552,Unknown,0.741610050201416,Unknown,0.7125823497772217,Unknown,0.5515344738960266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Host,Unknown,NA
x20864_864_58297_9_886,20864,Unknown,C45H73N11O6,[M + H]+,C45H73N11O6,Unknown,0.8011845946311951,Unknown,0.7599647641181946,Unknown,0.6399319171905518,Unknown,0.5363779067993164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Unknown,NA
x22345_752_60116_10_591,22345,Glycerophospholipids,C41H86NO6PS,[M + H]+,C41H86NO6PS,Fatty acids,0.9999996423721312,Glycerophospholipids,0.993458092212677,Glycerophosphocholines,0.935030996799469,Phosphocholines,0.999991774559021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Symbiont,Glycerophosphocholines,NA
x41524_1020_92485_17_257,41524,Unknown,C40H38O6S12,[M + Na]+,C40H38O6S12,Shikimates and Phenylpropanoids,0.8648585081100464,Unknown,0.07244686782360077,Unknown,0.00984239485114812,Unknown,0.7138963341712952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Symbiont,Unknown,NA
x28487_734_60899_12_891,28487,Unknown,C46H81NO4,[M + Na]+,C46H81NO4,Unknown,0.6161922812461853,Unknown,0.4950772523880005,Unknown,0.35941314697265625,Unknown,0.6829730272293091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Unknown,NA
x31364_748_66445_13_559,31364,Fatty amides,C45H91NO3S,[M + Na]+,C45H91NO3S,Fatty acids,0.9998611211776732,Fatty amides,0.9411781430244446,N-acyl amines,0.9655909538269044,N-acyl amines,0.9942507743835448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,N-acyl amines,NA
x38772_1116_91144_15_74,38772,Unknown,C44H34Br4F6N2O6,[M + H]+,C44H34Br4F6N2O6,Unknown,0.8195720314979553,Unknown,0.6370545625686646,Unknown,0.1551261693239212,Unknown,0.546951413154602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Symbiont,Unknown,NA
x30054_953_75752_13_28,30054,Glycerolipids,C61H102O6,[M + Na]+,C61H102O6,Fatty acids,0.980217695236206,Glycerolipids,0.99326753616333,Triacylglycerols,0.9944755434989928,Triacylglycerols,0.9971020817756652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Triacylglycerols,NA
x18158_658_5111_8_547,18158,Unknown,C30H63N11O5,[M + H]+,C30H63N11O5,Unknown,0.05513442680239677,Unknown,0.06244275718927383,Unknown,0.06460278481245041,Unknown,0.6939930319786072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Unknown,NA
x11275_784_55008_5_714,11275,Unknown,C48H75NO6,[M + Na]+,C48H75NO6,Unknown,0.7597042918205261,Unknown,0.8440265655517578,Unknown,0.3610079288482666,Unknown,0.7896541357040405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Unknown,NA
x6251_845_60133_4_022,6251,Glycerophospholipids,C48H87O8P,[M + Na]+,C48H87O8P,Fatty acids,0.9999998807907104,Glycerophospholipids,0.9999574422836304,Glycerophosphates,0.9019734859466552,Glycerophospholipids,0.9999996423721312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Glycerophosphates,NA
x9396_830_58957_5_062,9396,Glycerophospholipids,C45H84NO10P,[M + H]+,C45H84NO10P,Fatty acids,0.9999457597732544,Glycerophospholipids,0.9999141693115234,Unknown,0.8284350037574768,Phosphatidylcholines,0.9880034923553468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Unknown,NA
x21567_379_33569_10_238,21567,Unknown,C28H42,[M + H]+,C28H42,Terpenoids,0.9933203458786012,Unknown,0.39811840653419495,Unknown,0.18707706034183505,Prenol lipids,0.915734589099884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Unknown,NA
x12699_705_51814_6_344,12699,Unknown,C39H68N4O7,[M + H]+,C39H68N4O7,Unknown,0.4349402785301209,Unknown,0.671255350112915,Unknown,0.15030233561992645,Unknown,0.8302565813064575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Host,Unknown,NA
x33065_964_81418_13_95,33065,Sphingolipids,C56H111NO9,[M + Na]+,C56H111NO9,Fatty acids,0.9986891150474548,Sphingolipids,0.9789888858795166,Neutral glycosphingolipids,0.9555394053459167,Unknown,0.7393739223480225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Host,Neutral glycosphingolipids,NA
x30029_680_56315_13_243,30029,Unknown,C44H73NO4,[M + H]+,C44H73NO4,Fatty acids,0.8520406484603882,Unknown,0.48095932602882385,Unknown,0.1747431755065918,Unknown,0.6002458333969116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Host,Unknown,NA
x9848_616_45735_5_153,9848,Unknown,C35H63NO6,[M + Na]+,C35H63NO6,Unknown,0.7378835678100586,Unknown,0.5929214954376221,Unknown,0.6061745882034302,Unknown,0.5309495329856873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Unknown,NA
x5197_630_49612_3_628,5197,Unknown,C35H67NO8,[M + H]+,C35H67NO8,Unknown,0.32960793375968933,Unknown,0.2611520290374756,Unknown,0.5015664100646973,Amino acids and derivatives,0.9770230054855348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Unknown,NA
x13338_526_48373_6_591,13338,Unknown,C32H63NO4,[M + H]+,C32H63NO4,Unknown,0.6585959792137146,Unknown,0.0983206033706665,Unknown,0.2361585795879364,Unknown,0.507660984992981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Unknown,NA
x10748_856_60837_5_56,10748,Glycerophospholipids,C47H86NO10P,[M + H]+,C47H86NO10P,Fatty acids,0.9999326467514038,Glycerophospholipids,0.9998629093170166,Unknown,0.6102774143218994,Phosphatidylcholines,0.9899141788482666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Unknown,NA
x27573_917_52683_12_591,27573,Unknown,C50H76O15,[M + H]+,C50H76O15,Polyketides,0.9402680397033693,Unknown,0.661107063293457,Unknown,0.2448099255561829,Unknown,0.7650156617164612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Host,Unknown,NA
x24636_552_43183_11_8,24636,Unknown,C38H53N3,[M + H]+,C38H53N3,Alkaloids,0.9959854483604432,Unknown,0.5291332006454468,Unknown,0.5495535731315613,Unknown,0.7416288256645203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Symbiont,Unknown,NA
